,tf_selection,tf_number,delta_magnitude,v_modulation,beta,tfs,delta,most_similar_cell,cosine_to_most_similar,cosine_to_target,time_to_converge
2003,only,3,1,tmp,50,"('Egr1', 'Meis2', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2004,only,3,1,tmp,50,"('Egr1', 'Meis2', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2005,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Myt1l')","(1.0, 1.0, 1.0)",neuron,0.989995601,0.989995601,17.33466934
2006,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Nfib')","(1.0, 1.0, 1.0)",stromal cell,0.995768381,0.621920343,50
2007,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Nfix')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2008,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Nr1d1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2009,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Olig2')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2010,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Peg3')","(1.0, 1.0, 1.0)",pancreatic PP cell,0.994791945,0.7232591,50
2011,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Plagl1')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2012,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Pou3f2')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2013,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Rora')","(1.0, 1.0, 1.0)",stromal cell,0.995768367,0.621920227,50
2014,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Sox5')","(1.0, 1.0, 1.0)",stromal cell,0.99576843,0.621920684,50
2015,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Sox9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2016,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Tcf4')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2017,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Trps1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2018,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Tsc22d1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2019,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768376,0.621920303,50
2020,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Zeb1')","(1.0, 1.0, 1.0)",stromal cell,0.995768377,0.621920305,50
2021,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2022,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Zfp536')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2023,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2024,only,3,1,tmp,50,"('Egr1', 'Meis3', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2025,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Nfib')","(1.0, 1.0, 1.0)",neuron,0.988471266,0.988471266,17.23446894
2026,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Nfix')","(1.0, 1.0, 1.0)",neuron,0.988728439,0.988728439,17.23446894
2027,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Nr1d1')","(1.0, 1.0, 1.0)",neuron,0.989442058,0.989442058,17.23446894
2028,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Olig2')","(1.0, 1.0, 1.0)",neuron,0.989322398,0.989322398,17.33466934
2029,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Peg3')","(1.0, 1.0, 1.0)",neuron,0.989625339,0.989625339,17.23446894
2030,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Plagl1')","(1.0, 1.0, 1.0)",neuron,0.98953982,0.98953982,17.33466934
2031,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Pou3f2')","(1.0, 1.0, 1.0)",neuron,0.989550057,0.989550057,17.33466934
2032,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Rora')","(1.0, 1.0, 1.0)",neuron,0.988063152,0.988063152,17.23446894
2033,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Sox5')","(1.0, 1.0, 1.0)",neuron,0.98943457,0.98943457,17.33466934
2034,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Sox9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2035,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Tcf4')","(1.0, 1.0, 1.0)",neuron,0.989398919,0.989398919,17.23446894
2036,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Trps1')","(1.0, 1.0, 1.0)",neuron,0.989729431,0.989729431,17.33466934
2037,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Tsc22d1')","(1.0, 1.0, 1.0)",neuron,0.988648029,0.988648029,17.13426854
2038,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Zbtb16')","(1.0, 1.0, 1.0)",neuron,0.989552826,0.989552826,17.33466934
2039,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Zeb1')","(1.0, 1.0, 1.0)",neuron,0.98822256,0.98822256,17.23446894
2040,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Zeb2')","(1.0, 1.0, 1.0)",neuron,0.989844536,0.989844536,17.33466934
2041,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Zfp536')","(1.0, 1.0, 1.0)",neuron,0.989856163,0.989856163,17.33466934
2042,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Zfp612')","(1.0, 1.0, 1.0)",neuron,0.988784453,0.988784453,17.23446894
2043,only,3,1,tmp,50,"('Egr1', 'Myt1l', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2044,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Nfix')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2045,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Nr1d1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2046,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Olig2')","(1.0, 1.0, 1.0)",stromal cell,0.995768376,0.621920298,50
2047,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Peg3')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2048,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Plagl1')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2049,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Pou3f2')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2050,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Rora')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2051,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Sox5')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2052,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Sox9')","(1.0, 1.0, 1.0)",keratinocyte stem cell,0.999950105,0.485208118,50
2053,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Tcf4')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2054,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Trps1')","(1.0, 1.0, 1.0)",stromal cell,0.995768359,0.621920167,50
2055,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Tsc22d1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2056,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768342,0.621920043,50
2057,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Zeb1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2058,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2059,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Zfp536')","(1.0, 1.0, 1.0)",stromal cell,0.995768375,0.621920292,50
2060,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2061,only,3,1,tmp,50,"('Egr1', 'Nfib', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2062,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Nr1d1')","(1.0, 1.0, 1.0)",stromal cell,0.995768404,0.621920494,50
2063,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Olig2')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2064,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Peg3')","(1.0, 1.0, 1.0)",stromal cell,0.995768382,0.621920352,50
2065,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Plagl1')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2066,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Pou3f2')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2067,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Rora')","(1.0, 1.0, 1.0)",stromal cell,0.995768357,0.621920151,50
2068,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Sox5')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2069,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Sox9')","(1.0, 1.0, 1.0)",keratinocyte stem cell,0.999950105,0.485208118,50
2070,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Tcf4')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2071,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Trps1')","(1.0, 1.0, 1.0)",stromal cell,0.995768359,0.621920165,50
2072,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Tsc22d1')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2073,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.99576834,0.621920026,50
2074,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Zeb1')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2075,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Zeb2')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2076,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Zfp536')","(1.0, 1.0, 1.0)",stromal cell,0.995768378,0.621920318,50
2077,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2078,only,3,1,tmp,50,"('Egr1', 'Nfix', 'Zfp9')","(1.0, 1.0, 1.0)",stromal cell,0.995768384,0.621920366,50
2079,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Olig2')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2080,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Peg3')","(1.0, 1.0, 1.0)",neuron,0.988950619,0.988950619,17.23446894
2081,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Plagl1')","(1.0, 1.0, 1.0)",stromal cell,0.995768451,0.621920836,50
2082,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Pou3f2')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2083,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Rora')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2084,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Sox5')","(1.0, 1.0, 1.0)",stromal cell,0.995768456,0.621920876,50
2085,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Sox9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2086,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Tcf4')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2087,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Trps1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2088,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Tsc22d1')","(1.0, 1.0, 1.0)",neuron,0.989322858,0.989322858,17.23446894
2089,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Zbtb16')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2090,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Zeb1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2091,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2092,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Zfp536')","(1.0, 1.0, 1.0)",stromal cell,0.995768409,0.621920535,50
2093,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2094,only,3,1,tmp,50,"('Egr1', 'Nr1d1', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2095,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Peg3')","(1.0, 1.0, 1.0)",pancreatic PP cell,0.994791957,0.723259119,50
2096,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Plagl1')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2097,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Pou3f2')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2098,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Rora')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2099,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Sox5')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2100,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Sox9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2101,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Tcf4')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2102,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Trps1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2103,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Tsc22d1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2104,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768365,0.621920218,50
2105,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Zeb1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2106,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Zeb2')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2107,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Zfp536')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2108,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2109,only,3,1,tmp,50,"('Egr1', 'Olig2', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2110,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Plagl1')","(1.0, 1.0, 1.0)",pancreatic PP cell,0.994791966,0.723259134,50
2111,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Pou3f2')","(1.0, 1.0, 1.0)",pancreatic PP cell,0.994791957,0.723259119,50
2112,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Rora')","(1.0, 1.0, 1.0)",pancreatic PP cell,0.99479196,0.723259124,50
2113,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Sox5')","(1.0, 1.0, 1.0)",pancreatic PP cell,0.994791958,0.723259121,50
2114,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Sox9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2115,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Tcf4')","(1.0, 1.0, 1.0)",neuron,0.988736281,0.988736281,17.23446894
2116,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Trps1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2117,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Tsc22d1')","(1.0, 1.0, 1.0)",neuron,0.98981868,0.98981868,17.23446894
2118,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768376,0.621920301,50
2119,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Zeb1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2120,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Zeb2')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2121,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Zfp536')","(1.0, 1.0, 1.0)",pancreatic PP cell,0.994791957,0.723259119,50
2122,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Zfp612')","(1.0, 1.0, 1.0)",pancreatic PP cell,0.994791951,0.723259111,50
2123,only,3,1,tmp,50,"('Egr1', 'Peg3', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic PP cell,0.994791972,0.723259143,50
2124,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Pou3f2')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2125,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Rora')","(1.0, 1.0, 1.0)",stromal cell,0.99576837,0.621920249,50
2126,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Sox5')","(1.0, 1.0, 1.0)",stromal cell,0.99576845,0.621920829,50
2127,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Sox9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2128,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Tcf4')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2129,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Trps1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2130,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Tsc22d1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2131,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768347,0.621920076,50
2132,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Zeb1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2133,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2134,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Zfp536')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2135,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2136,only,3,1,tmp,50,"('Egr1', 'Plagl1', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2137,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Rora')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2138,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Sox5')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2139,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Sox9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2140,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Tcf4')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2141,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Trps1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2142,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Tsc22d1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2143,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768366,0.621920222,50
2144,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Zeb1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2145,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Zeb2')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2146,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Zfp536')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2147,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2148,only,3,1,tmp,50,"('Egr1', 'Pou3f2', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2149,only,3,1,tmp,50,"('Egr1', 'Rora', 'Sox5')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2150,only,3,1,tmp,50,"('Egr1', 'Rora', 'Sox9')","(1.0, 1.0, 1.0)",keratinocyte stem cell,0.999950105,0.485208118,50
2151,only,3,1,tmp,50,"('Egr1', 'Rora', 'Tcf4')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2152,only,3,1,tmp,50,"('Egr1', 'Rora', 'Trps1')","(1.0, 1.0, 1.0)",stromal cell,0.99576836,0.621920176,50
2153,only,3,1,tmp,50,"('Egr1', 'Rora', 'Tsc22d1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2154,only,3,1,tmp,50,"('Egr1', 'Rora', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768341,0.621920035,50
2155,only,3,1,tmp,50,"('Egr1', 'Rora', 'Zeb1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2156,only,3,1,tmp,50,"('Egr1', 'Rora', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2157,only,3,1,tmp,50,"('Egr1', 'Rora', 'Zfp536')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2158,only,3,1,tmp,50,"('Egr1', 'Rora', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2159,only,3,1,tmp,50,"('Egr1', 'Rora', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2160,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Sox9')","(1.0, 1.0, 1.0)",keratinocyte stem cell,0.999950105,0.485208118,50
2161,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Tcf4')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2162,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Trps1')","(1.0, 1.0, 1.0)",stromal cell,0.995768428,0.62192067,50
2163,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Tsc22d1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2164,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.99576836,0.621920176,50
2165,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Zeb1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2166,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2167,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Zfp536')","(1.0, 1.0, 1.0)",stromal cell,0.995768442,0.62192077,50
2168,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
2169,only,3,1,tmp,50,"('Egr1', 'Sox5', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2170,only,3,1,tmp,50,"('Egr1', 'Sox9', 'Tcf4')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2171,only,3,1,tmp,50,"('Egr1', 'Sox9', 'Trps1')","(1.0, 1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
2172,only,3,1,tmp,50,"('Egr1', 'Sox9', 'Tsc22d1')","(1.0, 1.0, 1.0)",epithelial cell,0.999970406,0.602715611,50
2173,only,3,1,tmp,50,"('Egr1', 'Sox9', 'Zbtb16')","(1.0, 1.0, 1.0)",keratinocyte stem cell,0.999950105,0.485208118,50
2174,only,3,1,tmp,50,"('Egr1', 'Sox9', 'Zeb1')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2175,only,3,1,tmp,50,"('Egr1', 'Sox9', 'Zeb2')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
2176,only,3,1,tmp,50,"('Egr1', 'Sox9', 'Zfp536')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2177,only,3,1,tmp,50,"('Egr1', 'Sox9', 'Zfp612')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2178,only,3,1,tmp,50,"('Egr1', 'Sox9', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
2179,only,3,1,tmp,50,"('Egr1', 'Tcf4', 'Trps1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2180,only,3,1,tmp,50,"('Egr1', 'Tcf4', 'Tsc22d1')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
2181,only,3,1,tmp,50,"('Egr1', 'Tcf4', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768336,0.621920002,50
2182,only,3,1,tmp,50,"('Egr1', 'Tcf4', 'Zeb1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2183,only,3,1,tmp,50,"('Egr1', 'Tcf4', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
2184,only,3,1,tmp,50,"('Egr1', 'Tcf4', 'Zfp536')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
2185,only,3,1,tmp,50,"('Egr1', 'Tcf4', 'Zfp612')","(1.0, 1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
