,tf_selection,tf_number,delta_magnitude,v_modulation,beta,tfs,delta,most_similar_cell,cosine_to_most_similar,cosine_to_target,time_to_converge
226,only,2,1,tmp,50,"('Hey1', 'Klf5')","(1.0, 1.0)",basal cell of epidermis,0.996903858,0.549138409,50
227,only,2,1,tmp,50,"('Hey1', 'Lmo2')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
228,only,2,1,tmp,50,"('Hey1', 'Mafa')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
229,only,2,1,tmp,50,"('Hey1', 'Mef2c')","(1.0, 1.0)",smooth muscle cell,0.992679286,0.626705804,50
230,only,2,1,tmp,50,"('Hey1', 'Meis2')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
231,only,2,1,tmp,50,"('Hey1', 'Meis3')","(1.0, 1.0)",smooth muscle cell,0.992782074,0.626721946,50
232,only,2,1,tmp,50,"('Hey1', 'Myt1l')","(1.0, 1.0)",neuron,0.989000221,0.989000221,17.13426854
233,only,2,1,tmp,50,"('Hey1', 'Nfib')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
234,only,2,1,tmp,50,"('Hey1', 'Nfix')","(1.0, 1.0)",stromal cell,0.995768354,0.621920129,50
235,only,2,1,tmp,50,"('Hey1', 'Nr1d1')","(1.0, 1.0)",smooth muscle cell,0.992782399,0.626721997,50
236,only,2,1,tmp,50,"('Hey1', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
237,only,2,1,tmp,50,"('Hey1', 'Peg3')","(1.0, 1.0)",neuron,0.988668573,0.988668573,17.13426854
238,only,2,1,tmp,50,"('Hey1', 'Plagl1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
239,only,2,1,tmp,50,"('Hey1', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
240,only,2,1,tmp,50,"('Hey1', 'Rora')","(1.0, 1.0)",stromal cell,0.995768358,0.621920158,50
241,only,2,1,tmp,50,"('Hey1', 'Sox5')","(1.0, 1.0)",smooth muscle cell,0.992777924,0.626721301,50
242,only,2,1,tmp,50,"('Hey1', 'Sox9')","(1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
243,only,2,1,tmp,50,"('Hey1', 'Tcf4')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
244,only,2,1,tmp,50,"('Hey1', 'Trps1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
245,only,2,1,tmp,50,"('Hey1', 'Tsc22d1')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
246,only,2,1,tmp,50,"('Hey1', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768339,0.621920022,50
247,only,2,1,tmp,50,"('Hey1', 'Zeb1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
248,only,2,1,tmp,50,"('Hey1', 'Zeb2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
249,only,2,1,tmp,50,"('Hey1', 'Zfp536')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
250,only,2,1,tmp,50,"('Hey1', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
251,only,2,1,tmp,50,"('Hey1', 'Zfp9')","(1.0, 1.0)",stromal cell,0.995768368,0.621920239,50
252,only,2,1,tmp,50,"('Hmgn3', 'Isl1')","(1.0, 1.0)",pancreatic D cell,0.999748392,0.764338616,50
253,only,2,1,tmp,50,"('Hmgn3', 'Klf5')","(1.0, 1.0)",basal cell of epidermis,0.996886473,0.549102333,50
254,only,2,1,tmp,50,"('Hmgn3', 'Lmo2')","(1.0, 1.0)",smooth muscle cell,0.992779138,0.62672149,50
255,only,2,1,tmp,50,"('Hmgn3', 'Mafa')","(1.0, 1.0)",smooth muscle cell,0.992306229,0.626644477,50
256,only,2,1,tmp,50,"('Hmgn3', 'Mef2c')","(1.0, 1.0)",smooth muscle cell,0.992080952,0.626605453,50
257,only,2,1,tmp,50,"('Hmgn3', 'Meis2')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
258,only,2,1,tmp,50,"('Hmgn3', 'Meis3')","(1.0, 1.0)",smooth muscle cell,0.992103025,0.62660934,50
259,only,2,1,tmp,50,"('Hmgn3', 'Myt1l')","(1.0, 1.0)",neuron,0.989335787,0.989335787,17.13426854
260,only,2,1,tmp,50,"('Hmgn3', 'Nfib')","(1.0, 1.0)",stromal cell,0.995768358,0.621920161,50
261,only,2,1,tmp,50,"('Hmgn3', 'Nfix')","(1.0, 1.0)",neuronal stem cell,1,0.786715334,50
262,only,2,1,tmp,50,"('Hmgn3', 'Nr1d1')","(1.0, 1.0)",smooth muscle cell,0.992161385,0.626619552,50
263,only,2,1,tmp,50,"('Hmgn3', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
264,only,2,1,tmp,50,"('Hmgn3', 'Peg3')","(1.0, 1.0)",type B pancreatic cell,0.999958061,0.732562931,50
265,only,2,1,tmp,50,"('Hmgn3', 'Plagl1')","(1.0, 1.0)",stromal cell,0.995768382,0.621920339,50
266,only,2,1,tmp,50,"('Hmgn3', 'Pou3f2')","(1.0, 1.0)",smooth muscle cell,0.992287252,0.626641246,50
267,only,2,1,tmp,50,"('Hmgn3', 'Rora')","(1.0, 1.0)",stromal cell,0.995768358,0.621920163,50
268,only,2,1,tmp,50,"('Hmgn3', 'Sox5')","(1.0, 1.0)",smooth muscle cell,0.992132682,0.626614542,50
269,only,2,1,tmp,50,"('Hmgn3', 'Sox9')","(1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
270,only,2,1,tmp,50,"('Hmgn3', 'Tcf4')","(1.0, 1.0)",astrocyte of the cerebral cortex,0.999891994,0.675834893,50
271,only,2,1,tmp,50,"('Hmgn3', 'Trps1')","(1.0, 1.0)",epithelial cell,0.999970406,0.602715611,50
272,only,2,1,tmp,50,"('Hmgn3', 'Tsc22d1')","(1.0, 1.0)",smooth muscle cell,0.992093471,0.626607659,50
273,only,2,1,tmp,50,"('Hmgn3', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.99576834,0.621920028,50
274,only,2,1,tmp,50,"('Hmgn3', 'Zeb1')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
275,only,2,1,tmp,50,"('Hmgn3', 'Zeb2')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
276,only,2,1,tmp,50,"('Hmgn3', 'Zfp536')","(1.0, 1.0)",smooth muscle cell,0.992352335,0.626652283,50
277,only,2,1,tmp,50,"('Hmgn3', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
278,only,2,1,tmp,50,"('Hmgn3', 'Zfp9')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
279,only,2,1,tmp,50,"('Isl1', 'Klf5')","(1.0, 1.0)",basal cell of epidermis,0.996872807,0.549074021,50
280,only,2,1,tmp,50,"('Isl1', 'Lmo2')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
281,only,2,1,tmp,50,"('Isl1', 'Mafa')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
282,only,2,1,tmp,50,"('Isl1', 'Mef2c')","(1.0, 1.0)",smooth muscle cell,0.992110933,0.62661073,50
283,only,2,1,tmp,50,"('Isl1', 'Meis2')","(1.0, 1.0)",pancreatic D cell,0.999748392,0.764338616,50
284,only,2,1,tmp,50,"('Isl1', 'Meis3')","(1.0, 1.0)",pancreatic D cell,0.999748392,0.764338616,50
285,only,2,1,tmp,50,"('Isl1', 'Myt1l')","(1.0, 1.0)",pancreatic PP cell,0.994791885,0.723259009,50
286,only,2,1,tmp,50,"('Isl1', 'Nfib')","(1.0, 1.0)",stromal cell,0.995768359,0.621920168,50
287,only,2,1,tmp,50,"('Isl1', 'Nfix')","(1.0, 1.0)",stromal cell,0.995768406,0.621920511,50
288,only,2,1,tmp,50,"('Isl1', 'Nr1d1')","(1.0, 1.0)",stromal cell,0.995768456,0.621920874,50
289,only,2,1,tmp,50,"('Isl1', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
290,only,2,1,tmp,50,"('Isl1', 'Peg3')","(1.0, 1.0)",pancreatic PP cell,0.994791953,0.723259114,50
291,only,2,1,tmp,50,"('Isl1', 'Plagl1')","(1.0, 1.0)",stromal cell,0.995768449,0.621920826,50
292,only,2,1,tmp,50,"('Isl1', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
293,only,2,1,tmp,50,"('Isl1', 'Rora')","(1.0, 1.0)",stromal cell,0.995768401,0.621920475,50
294,only,2,1,tmp,50,"('Isl1', 'Sox5')","(1.0, 1.0)",stromal cell,0.995768454,0.621920865,50
295,only,2,1,tmp,50,"('Isl1', 'Sox9')","(1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
296,only,2,1,tmp,50,"('Isl1', 'Tcf4')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
297,only,2,1,tmp,50,"('Isl1', 'Trps1')","(1.0, 1.0)",basal cell of epidermis,0.996710747,0.54874138,50
298,only,2,1,tmp,50,"('Isl1', 'Tsc22d1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
299,only,2,1,tmp,50,"('Isl1', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768341,0.621920032,50
300,only,2,1,tmp,50,"('Isl1', 'Zeb1')","(1.0, 1.0)",stromal cell,0.995768416,0.621920582,50
301,only,2,1,tmp,50,"('Isl1', 'Zeb2')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
302,only,2,1,tmp,50,"('Isl1', 'Zfp536')","(1.0, 1.0)",stromal cell,0.995768441,0.621920765,50
303,only,2,1,tmp,50,"('Isl1', 'Zfp612')","(1.0, 1.0)",pancreatic PP cell,0.994791882,0.723259005,50
304,only,2,1,tmp,50,"('Isl1', 'Zfp9')","(1.0, 1.0)",pancreatic PP cell,0.994791954,0.723259116,50
305,only,2,1,tmp,50,"('Klf5', 'Lmo2')","(1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
306,only,2,1,tmp,50,"('Klf5', 'Mafa')","(1.0, 1.0)",basal cell of epidermis,0.996910312,0.549151821,50
307,only,2,1,tmp,50,"('Klf5', 'Mef2c')","(1.0, 1.0)",smooth muscle cell,0.992110342,0.626610626,50
308,only,2,1,tmp,50,"('Klf5', 'Meis2')","(1.0, 1.0)",basal cell of epidermis,0.99691239,0.54915614,50
309,only,2,1,tmp,50,"('Klf5', 'Meis3')","(1.0, 1.0)",epithelial cell of large intestine,0.991182913,0.472732179,50
310,only,2,1,tmp,50,"('Klf5', 'Myt1l')","(1.0, 1.0)",basal cell of epidermis,0.996909954,0.549151077,50
311,only,2,1,tmp,50,"('Klf5', 'Nfib')","(1.0, 1.0)",basal cell of epidermis,0.996926089,0.549184644,50
312,only,2,1,tmp,50,"('Klf5', 'Nfix')","(1.0, 1.0)",basal cell of epidermis,0.996923862,0.549180006,50
313,only,2,1,tmp,50,"('Klf5', 'Nr1d1')","(1.0, 1.0)",bladder cell,0.996197071,0.485150405,50
314,only,2,1,tmp,50,"('Klf5', 'Olig2')","(1.0, 1.0)",basal cell of epidermis,0.996909958,0.549151085,50
315,only,2,1,tmp,50,"('Klf5', 'Peg3')","(1.0, 1.0)",enteroendocrine cell,0.999992526,0.588293552,50
316,only,2,1,tmp,50,"('Klf5', 'Plagl1')","(1.0, 1.0)",basal cell of epidermis,0.99691098,0.54915321,50
317,only,2,1,tmp,50,"('Klf5', 'Pou3f2')","(1.0, 1.0)",basal cell of epidermis,0.996909853,0.549150866,50
318,only,2,1,tmp,50,"('Klf5', 'Rora')","(1.0, 1.0)",basal cell of epidermis,0.996915587,0.549162788,50
319,only,2,1,tmp,50,"('Klf5', 'Sox5')","(1.0, 1.0)",basal cell of epidermis,0.996908952,0.549148995,50
320,only,2,1,tmp,50,"('Klf5', 'Sox9')","(1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
321,only,2,1,tmp,50,"('Klf5', 'Tcf4')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
322,only,2,1,tmp,50,"('Klf5', 'Trps1')","(1.0, 1.0)",basal cell of epidermis,0.996726517,0.548773505,50
323,only,2,1,tmp,50,"('Klf5', 'Tsc22d1')","(1.0, 1.0)",large intestine goblet cell,0.99127015,0.472778078,50
324,only,2,1,tmp,50,"('Klf5', 'Zbtb16')","(1.0, 1.0)",epidermal cell,0.995349651,0.525188589,50
325,only,2,1,tmp,50,"('Klf5', 'Zeb1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
326,only,2,1,tmp,50,"('Klf5', 'Zeb2')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
327,only,2,1,tmp,50,"('Klf5', 'Zfp536')","(1.0, 1.0)",basal cell of epidermis,0.996909928,0.549151022,50
328,only,2,1,tmp,50,"('Klf5', 'Zfp612')","(1.0, 1.0)",epithelial cell of large intestine,0.991193315,0.472729291,50
329,only,2,1,tmp,50,"('Klf5', 'Zfp9')","(1.0, 1.0)",basal cell of epidermis,0.996910831,0.5491529,50
330,only,2,1,tmp,50,"('Lmo2', 'Mafa')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
331,only,2,1,tmp,50,"('Lmo2', 'Mef2c')","(1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
332,only,2,1,tmp,50,"('Lmo2', 'Meis2')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
333,only,2,1,tmp,50,"('Lmo2', 'Meis3')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
334,only,2,1,tmp,50,"('Lmo2', 'Myt1l')","(1.0, 1.0)",neuron,0.98886637,0.98886637,17.13426854
335,only,2,1,tmp,50,"('Lmo2', 'Nfib')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
336,only,2,1,tmp,50,"('Lmo2', 'Nfix')","(1.0, 1.0)",stromal cell,0.995768338,0.621920014,50
337,only,2,1,tmp,50,"('Lmo2', 'Nr1d1')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
338,only,2,1,tmp,50,"('Lmo2', 'Olig2')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
339,only,2,1,tmp,50,"('Lmo2', 'Peg3')","(1.0, 1.0)",neuron,0.988134483,0.988134483,17.13426854
340,only,2,1,tmp,50,"('Lmo2', 'Plagl1')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
341,only,2,1,tmp,50,"('Lmo2', 'Pou3f2')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
342,only,2,1,tmp,50,"('Lmo2', 'Rora')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
343,only,2,1,tmp,50,"('Lmo2', 'Sox5')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
344,only,2,1,tmp,50,"('Lmo2', 'Sox9')","(1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
345,only,2,1,tmp,50,"('Lmo2', 'Tcf4')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
346,only,2,1,tmp,50,"('Lmo2', 'Trps1')","(1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
347,only,2,1,tmp,50,"('Lmo2', 'Tsc22d1')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
348,only,2,1,tmp,50,"('Lmo2', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768332,0.621919971,50
349,only,2,1,tmp,50,"('Lmo2', 'Zeb1')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
350,only,2,1,tmp,50,"('Lmo2', 'Zeb2')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
351,only,2,1,tmp,50,"('Lmo2', 'Zfp536')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
352,only,2,1,tmp,50,"('Lmo2', 'Zfp612')","(1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
353,only,2,1,tmp,50,"('Lmo2', 'Zfp9')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
354,only,2,1,tmp,50,"('Mafa', 'Mef2c')","(1.0, 1.0)",smooth muscle cell,0.992110519,0.626610657,50
355,only,2,1,tmp,50,"('Mafa', 'Meis2')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
356,only,2,1,tmp,50,"('Mafa', 'Meis3')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
357,only,2,1,tmp,50,"('Mafa', 'Myt1l')","(1.0, 1.0)",neuron,0.988158964,0.988158964,17.13426854
358,only,2,1,tmp,50,"('Mafa', 'Nfib')","(1.0, 1.0)",stromal cell,0.995768356,0.621920148,50
359,only,2,1,tmp,50,"('Mafa', 'Nfix')","(1.0, 1.0)",stromal cell,0.995768353,0.621920127,50
360,only,2,1,tmp,50,"('Mafa', 'Nr1d1')","(1.0, 1.0)",stromal cell,0.995768425,0.621920649,50
361,only,2,1,tmp,50,"('Mafa', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
362,only,2,1,tmp,50,"('Mafa', 'Peg3')","(1.0, 1.0)",type B pancreatic cell,0.999958061,0.732562931,50
363,only,2,1,tmp,50,"('Mafa', 'Plagl1')","(1.0, 1.0)",stromal cell,0.995768397,0.621920447,50
364,only,2,1,tmp,50,"('Mafa', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
365,only,2,1,tmp,50,"('Mafa', 'Rora')","(1.0, 1.0)",stromal cell,0.995768358,0.621920156,50
366,only,2,1,tmp,50,"('Mafa', 'Sox5')","(1.0, 1.0)",stromal cell,0.995768429,0.621920681,50
367,only,2,1,tmp,50,"('Mafa', 'Sox9')","(1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
368,only,2,1,tmp,50,"('Mafa', 'Tcf4')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
369,only,2,1,tmp,50,"('Mafa', 'Trps1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
370,only,2,1,tmp,50,"('Mafa', 'Tsc22d1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
371,only,2,1,tmp,50,"('Mafa', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768338,0.621920016,50
372,only,2,1,tmp,50,"('Mafa', 'Zeb1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
373,only,2,1,tmp,50,"('Mafa', 'Zeb2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
374,only,2,1,tmp,50,"('Mafa', 'Zfp536')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
375,only,2,1,tmp,50,"('Mafa', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
376,only,2,1,tmp,50,"('Mafa', 'Zfp9')","(1.0, 1.0)",stromal cell,0.99576837,0.621920252,50
377,only,2,1,tmp,50,"('Mef2c', 'Meis2')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
378,only,2,1,tmp,50,"('Mef2c', 'Meis3')","(1.0, 1.0)",smooth muscle cell,0.992085281,0.626606216,50
379,only,2,1,tmp,50,"('Mef2c', 'Myt1l')","(1.0, 1.0)",neuron,0.989575581,0.989575581,17.13426854
380,only,2,1,tmp,50,"('Mef2c', 'Nfib')","(1.0, 1.0)",smooth muscle cell,0.992771576,0.626720313,50
381,only,2,1,tmp,50,"('Mef2c', 'Nfix')","(1.0, 1.0)",stromal cell,0.995768358,0.621920157,50
382,only,2,1,tmp,50,"('Mef2c', 'Nr1d1')","(1.0, 1.0)",smooth muscle cell,0.99211567,0.626611561,50
383,only,2,1,tmp,50,"('Mef2c', 'Olig2')","(1.0, 1.0)",smooth muscle cell,0.99210871,0.626610339,50
384,only,2,1,tmp,50,"('Mef2c', 'Peg3')","(1.0, 1.0)",neuron,0.989182146,0.989182146,17.13426854
385,only,2,1,tmp,50,"('Mef2c', 'Plagl1')","(1.0, 1.0)",smooth muscle cell,0.992116606,0.626611725,50
386,only,2,1,tmp,50,"('Mef2c', 'Pou3f2')","(1.0, 1.0)",smooth muscle cell,0.992109554,0.626610488,50
387,only,2,1,tmp,50,"('Mef2c', 'Rora')","(1.0, 1.0)",smooth muscle cell,0.992098112,0.626608476,50
388,only,2,1,tmp,50,"('Mef2c', 'Sox5')","(1.0, 1.0)",smooth muscle cell,0.992104622,0.626609621,50
389,only,2,1,tmp,50,"('Mef2c', 'Sox9')","(1.0, 1.0)",smooth muscle cell,0.992126854,0.626613522,50
390,only,2,1,tmp,50,"('Mef2c', 'Tcf4')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
391,only,2,1,tmp,50,"('Mef2c', 'Trps1')","(1.0, 1.0)",smooth muscle cell,0.992113584,0.626611195,50
392,only,2,1,tmp,50,"('Mef2c', 'Tsc22d1')","(1.0, 1.0)",smooth muscle cell,0.992080284,0.626605335,50
393,only,2,1,tmp,50,"('Mef2c', 'Zbtb16')","(1.0, 1.0)",smooth muscle cell,0.992104946,0.626609678,50
394,only,2,1,tmp,50,"('Mef2c', 'Zeb1')","(1.0, 1.0)",smooth muscle cell,0.992120111,0.62661234,50
395,only,2,1,tmp,50,"('Mef2c', 'Zeb2')","(1.0, 1.0)",smooth muscle cell,0.992120884,0.626612476,50
396,only,2,1,tmp,50,"('Mef2c', 'Zfp536')","(1.0, 1.0)",smooth muscle cell,0.992110672,0.626610684,50
397,only,2,1,tmp,50,"('Mef2c', 'Zfp612')","(1.0, 1.0)",smooth muscle cell,0.992103999,0.626609512,50
398,only,2,1,tmp,50,"('Mef2c', 'Zfp9')","(1.0, 1.0)",smooth muscle cell,0.992096004,0.626608105,50
399,only,2,1,tmp,50,"('Meis2', 'Meis3')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
400,only,2,1,tmp,50,"('Meis2', 'Myt1l')","(1.0, 1.0)",neuron,0.989288698,0.989288698,17.13426854
401,only,2,1,tmp,50,"('Meis2', 'Nfib')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
402,only,2,1,tmp,50,"('Meis2', 'Nfix')","(1.0, 1.0)",neuronal stem cell,1,0.786715334,50
403,only,2,1,tmp,50,"('Meis2', 'Nr1d1')","(1.0, 1.0)",stromal cell,0.995768454,0.621920861,50
404,only,2,1,tmp,50,"('Meis2', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
405,only,2,1,tmp,50,"('Meis2', 'Peg3')","(1.0, 1.0)",pancreatic PP cell,0.994791959,0.723259122,50
406,only,2,1,tmp,50,"('Meis2', 'Plagl1')","(1.0, 1.0)",stromal cell,0.995768447,0.621920811,50
407,only,2,1,tmp,50,"('Meis2', 'Pou3f2')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
408,only,2,1,tmp,50,"('Meis2', 'Rora')","(1.0, 1.0)",stromal cell,0.995768391,0.621920404,50
409,only,2,1,tmp,50,"('Meis2', 'Sox5')","(1.0, 1.0)",stromal cell,0.995768453,0.621920852,50
410,only,2,1,tmp,50,"('Meis2', 'Sox9')","(1.0, 1.0)",pancreatic ductal cell,1,0.551234058,50
411,only,2,1,tmp,50,"('Meis2', 'Tcf4')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
412,only,2,1,tmp,50,"('Meis2', 'Trps1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
413,only,2,1,tmp,50,"('Meis2', 'Tsc22d1')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
414,only,2,1,tmp,50,"('Meis2', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768346,0.621920074,50
415,only,2,1,tmp,50,"('Meis2', 'Zeb1')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
416,only,2,1,tmp,50,"('Meis2', 'Zeb2')","(1.0, 1.0)",endothelial cell of hepatic sinusoid,0.999999997,0.506164564,50
417,only,2,1,tmp,50,"('Meis2', 'Zfp536')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
418,only,2,1,tmp,50,"('Meis2', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
419,only,2,1,tmp,50,"('Meis2', 'Zfp9')","(1.0, 1.0)",stromal cell,0.995768428,0.621920671,50
420,only,2,1,tmp,50,"('Meis3', 'Myt1l')","(1.0, 1.0)",neuron,0.988702207,0.988702207,17.13426854
421,only,2,1,tmp,50,"('Meis3', 'Nfib')","(1.0, 1.0)",stromal cell,0.995768358,0.62192016,50
422,only,2,1,tmp,50,"('Meis3', 'Nfix')","(1.0, 1.0)",stromal cell,0.995768361,0.621920186,50
423,only,2,1,tmp,50,"('Meis3', 'Nr1d1')","(1.0, 1.0)",stromal cell,0.995768438,0.621920744,50
424,only,2,1,tmp,50,"('Meis3', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
425,only,2,1,tmp,50,"('Meis3', 'Peg3')","(1.0, 1.0)",type B pancreatic cell,0.999958061,0.732562931,50
426,only,2,1,tmp,50,"('Meis3', 'Plagl1')","(1.0, 1.0)",stromal cell,0.995768428,0.62192067,50
427,only,2,1,tmp,50,"('Meis3', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
428,only,2,1,tmp,50,"('Meis3', 'Rora')","(1.0, 1.0)",stromal cell,0.995768359,0.621920164,50
429,only,2,1,tmp,50,"('Meis3', 'Sox5')","(1.0, 1.0)",stromal cell,0.995768436,0.621920733,50
430,only,2,1,tmp,50,"('Meis3', 'Sox9')","(1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
431,only,2,1,tmp,50,"('Meis3', 'Tcf4')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
432,only,2,1,tmp,50,"('Meis3', 'Trps1')","(1.0, 1.0)",epithelial cell,0.999970406,0.602715611,50
433,only,2,1,tmp,50,"('Meis3', 'Tsc22d1')","(1.0, 1.0)",smooth muscle cell,0.992132305,0.626614476,50
434,only,2,1,tmp,50,"('Meis3', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.99576834,0.621920024,50
435,only,2,1,tmp,50,"('Meis3', 'Zeb1')","(1.0, 1.0)",stromal cell,0.995768364,0.621920207,50
436,only,2,1,tmp,50,"('Meis3', 'Zeb2')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
437,only,2,1,tmp,50,"('Meis3', 'Zfp536')","(1.0, 1.0)",stromal cell,0.995768396,0.621920435,50
438,only,2,1,tmp,50,"('Meis3', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
439,only,2,1,tmp,50,"('Meis3', 'Zfp9')","(1.0, 1.0)",stromal cell,0.995768377,0.621920312,50
440,only,2,1,tmp,50,"('Myt1l', 'Nfib')","(1.0, 1.0)",stromal cell,0.995768357,0.62192015,50
441,only,2,1,tmp,50,"('Myt1l', 'Nfix')","(1.0, 1.0)",neuron,0.989327521,0.989327521,17.13426854
442,only,2,1,tmp,50,"('Myt1l', 'Nr1d1')","(1.0, 1.0)",neuron,0.989944671,0.989944671,17.13426854
443,only,2,1,tmp,50,"('Myt1l', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
444,only,2,1,tmp,50,"('Myt1l', 'Peg3')","(1.0, 1.0)",neuron,0.98810625,0.98810625,17.03406814
