"cell_ontology_class","Aebp1","Akna","Arid5a","Ascl1","Atf3","Bhlhe40","Cebpa","Cebpb","Cebpd","Creb3l1","Creb3l2","Csrnp1","Cxxc5","Ebf1","Egr1","Egr2","Ehf","Elf3","Epas1","Ets1","Etv1","Etv2","Fli1","Fos","Fosb","Fosl2","Foxa1","Foxa2","Foxa3","Foxo1","Gata3","Gata4","Gata6","Hes1","Hey1","Hmgn3","Hnf4a","Irf5","Irf6","Irf7","Irf8","Isl1","Klf15","Klf2","Klf4","Klf5","Lhx3","Lmo2","Maf","Mafa","Mafb","Mef2c","Meis1","Meis2","Meis3","Mnx1","Myc","Myod1","Myt1l","Neurog2","Neurog3","Nfia","Nfib","Nfil3","Nfix","Nr1d1","Nr1h3","Nr2f2","Nr4a1","Nr4a2","Olig2","Pdx1","Peg3","Plagl1","Plscr1","Plscr2","Pou3f2","Pparg","Rora","Runx1","Satb1","Sox10","Sox5","Sox9","Sp100","Sp110","Tal1","Tbx3","Tbx5","Tcf4","Tcf7l1","Tfcp2l1","Tgif1","Trp63","Trps1","Tsc22d1","Tshz2","Vdr","Zbtb16","Zbtb20","Zeb1","Zeb2","Zfhx3","Zfp536","Zfp612","Zfp9"
"monocyte",0.00235495999417777,0.143775691276584,0.0867980711762986,0,0.132035993926436,0.0297258689391291,0.122978248354077,0.331382170553558,0.182647021981607,0.010071621025967,0.0110593123513679,0.0324218000655367,0.0208298920824539,0.00255191036190153,0.0807430997956045,0.00178523101657781,0.000970602879368409,0.00288809721849411,0.00500655319729591,0.0177396615236459,0.0034457453559509,0,0.170611342001036,0.399289958150597,0.133411823327052,0.126355759461867,0.000102606892094456,0.000205213784188912,0.000102606892094456,0.0529988166108184,0.00716001135080768,0,0.000615641352566738,0.0100206520792929,0.000470448752568626,0.0261375581498702,0.000307820676283369,0.310599971546365,0.000940897505137253,0.159386015863175,0.280889426019941,0.000410427568377826,0.000820855136755652,0.204396059139942,0.206485121389533,0.00409802835394671,0,0.136692981520422,0.0320281196544594,0.000205213784188912,0.0819592837374718,0.105961471628409,0.0142741876396518,0.000205213784188912,0.00159161273074101,0,0.0509181760160017,0.000265234968379712,0.000205213784188913,0,0,0.017878667671346,0.00358956936637437,0.148132138003502,0.0930765793757856,0.00503489498239347,0.00517794736736508,0.000801088424030688,0.112744439730694,0.0371309777329034,0.000205213784188912,0.000102606892094456,0.00112867581303902,0.000410427568377826,0.0320551082948952,0.000102606892094456,0,0.00579124311599512,0.00626621215458267,0.108066546960781,0.030064995897816,0.000530469936759423,0.00063307682885388,0.00118869699722982,0.254031800656955,0.22250741605036,0.00189537818451998,0.000880876320946452,0,0.102191328707645,0.000988598017775444,0.000573055644663082,0.0667211964476996,0.00092346202885011,0.119577738313887,0.0234979998961669,0.000615641352566737,0.00489569206220351,0.0143930655873135,0.0114700796294771,0.00899913052424956,0.166289770832637,0.0656086687343285,0.000530469936759423,0.000102606892094456,0.000205213784188913
"myeloid cell",0.00496256383722556,0.101577118930823,0.108572316102402,0,0.309569670088607,0.152682067228431,0.0683902638642045,0.195943662648181,0.105186521827893,0.0118105600276625,0.00797061144037127,0.191284221893628,0.0119341896513559,0.00399080827991829,0.248879937844493,0.101641802192156,0.0153021479461372,0.00108928318020732,0.00308225783058202,0.0162753522472616,0.00335730055842236,0,0.122059124747299,0.388259970307576,0.213086590858434,0.196882689390875,8.37910138621013e-05,0.000132805614868838,8.37910138621012e-05,0.0528214224218532,0.00507220775744029,8.37910138621012e-05,0.000335164055448407,0.0273223965915148,0.000167582027724203,0.0426982922647222,0.000962071615340571,0.262410422070029,0.00192638640490795,0.0495036125453992,0.113189004278444,8.37910138621012e-05,0.000445929750771815,0.173775780982515,0.153196748966916,0.00183560057357218,0,0.0965846783381757,0.0351491001096683,0,0.101064698546732,0.0930655989200925,0.00952010360505176,0.00100921199461578,0.0129601909445702,0,0.0412751558511234,0.000551760684179347,0.000265611229737676,0.000167582027724203,8.37910138621012e-05,0.0262317560638396,0.00706996277489888,0.144115743184375,0.0424165673121791,0.00817524844421415,0.00912011410971203,0.00178756185152708,0.310443469659267,0.154130226321755,8.37910138621011e-05,0,0.0021751181260321,0.00238862661844111,0.0408009566613695,0.00210689974448573,8.37910138621013e-05,0.0258564374682551,0.0056035805961972,0.126836125056438,0.0157415979139344,0.000516984271323977,0.000445929750771816,0.00158422753198587,0.139199653343941,0.147765242574548,0.000132805614868837,0.000551760684179347,0,0.0850822033436716,0.00343517746955359,0.000703200785507213,0.139763792365644,0.00142678550740114,0.0919543552359938,0.0500985129202352,0.00111719860478344,0.0266275886345048,0.0144890817710379,0.0285418691396414,0.0286018600601461,0.15401013995351,0.0538469868371236,0.000335164055448407,8.37910138621012e-05,0.0011824956143408
"natural killer cell",0.00112201186666085,0.186672294979247,0.172461833373496,0,0.0303291986326767,0.202419080418724,0.00354807549942343,0.179426461339227,0.0242253884220375,0.00788104051152528,0.00738147915100121,0.0940345470573945,0.0894003322326099,0.00263795206266772,0.100376356867991,0.0193666619153244,0.00148833306804035,0.00202665095504007,0.00841154391788197,0.403289973967304,0.000734911762000593,0,0.197615204225773,0.251219498523022,0.0820639748983014,0.140376964537005,0.000753421306039754,0.000160287409522979,0.000320574819045959,0.116058241868245,0.177453918469895,0.00120084972533739,0.00200515942915887,0.0132349272198373,0.00119433532692443,0.00123428353460869,0.000574624352477614,0.0252778473632705,0.00109113328616011,0.0837368506736164,0.266445329952263,0.000160287409522979,0.00112201186666085,0.231229121384905,0.0457841227042196,0.0047383329030739,0,0.0046550705840072,0.040422629829164,0,0.00624972366163274,0.030510603485316,0.00665411615503378,0.0013572505584852,0.0231989804657745,0,0.107005005913677,0.000574624352477616,0.000480862228568936,0,0,0.0163369242989618,0.00537596315375425,0.153104474477784,0.00763512871535266,0.00618807185006629,0.0044676764951695,0.00329170186752614,0.23336612229302,0.164302282843509,0.000160287409522979,0,0.0021774984477074,0,0.11962647373426,0.00555658382641168,0,0.000770558467114154,0.0279190317894639,0.0933668650910664,0.219914048708692,0.000480862228568937,0.00267822122231304,0.000853038067997057,0.295687762476694,0.24244448233011,0.000801437047614895,0.00171955057923051,0,0.0486510659210776,0.000480862228568936,0.000753421306039755,0.118300153928637,0.00123428353460869,0.0291375849962828,0.0329011294095832,0.000320574819045959,0.000160287409522979,0.0283637440113707,0.0429874825523615,0.0321808266987285,0.0411956396198944,0.0228987496133055,0.000160287409522979,0.000926679172001378,0
"neuron",0.00248966653773954,0.00241599249599392,0.014019305650343,0.0116953220829012,0.0318204489285766,0.0808415855476254,0.0189932276833844,0.0419739406609452,0.0113870417219044,0.0034832942569639,0.00766091737468742,0.0250092951181811,0.175272175553338,0.0436886952538574,0.298943108661781,0.0364022559427638,0.00156378927074341,0.00248966653773954,0.00724349093243772,0.0103008435546146,0.0693201757986407,0,0.00320290956032299,0.22038920893217,0.0304608079825703,0.0421056434433458,0,0,0.00200302032702764,0.187257866398248,0.00306967292391314,0,0.000290003193086796,0.0120699590196537,0.130832724874203,0.173660698143198,0.00087000957926039,0.00145001596543398,0.00279254416719457,0.000580006386173593,0.0240539622382741,0.0569307479148962,0.0235573356992071,0.010249383550028,0.00677725785157355,0.0704298592545476,0,0.113368879385892,0.0081564670289339,0.00154337614089567,0.00422804817491943,0.203354499680793,0.0752066004362527,0.16775093884896,0.0908430603087562,0,0.0125133606997609,0,0.31288877989798,0,0,0.151657751378595,0.149668685311991,0.0647832921682358,0.173484681459223,0.246067680636596,0.0108513474412185,0.0347974507620759,0.155277975656995,0.0213050019883756,0.00198155992211866,0,0.264251466565762,0.0300867393569931,0.00161965695847915,0.000580006386173593,0.0299003112755492,0.0110200441014371,0.101965693464126,0.000580006386173593,0.0456344582790463,0.00326193489450747,0.0147246671691781,0.0303442804977593,0.00149929475843753,0.000290003193086796,0,0.00188265812698602,0,0.243512375244788,0.012262588515089,0.00226415785695862,0.00174001915852078,0,0.0575024434260339,0.352097573710893,0.0350654838222308,0.00210192212216029,0.0337171303934971,0.14460848884462,0.120520550549039,0.0767216824611634,0.0429295477611856,0.0718472257705734,0.178348945444271,0.0491607910877553
"neuronal stem cell",0,0.0263088123318752,0.0151381473747515,0.132039012088562,0.0659879688260435,0.0133995842038576,0.00891436104611251,0.0275996097861373,0.0312517505036251,0.00379299026502053,0.000948247566255133,0.0179394126613618,0.137559329222936,0.00189649513251027,0.316814747254502,0.0386833913811888,0.000948247566255133,0.00189649513251027,0.00465294706516598,0.0176018556495906,0.100591126775873,0,0,0.328756439831898,0.0572386361163747,0.000948247566255133,0,0.000948247566255133,0.000948247566255133,0.0543526594850056,0.000948247566255133,0,0,0.031637808512292,0.0440588891801951,0.147439672853827,0.000948247566255133,0.000948247566255133,0.0059775447526649,0,0.0028447426987654,0,0.0147071943632143,0.0228597909855924,0.0147880544083272,0,0,0.00189649513251027,0.00877829549171317,0,0.0553303216730496,0.020000480132854,0.0446084344259315,0.144166507419718,0.0955681556626258,0,0.01475685850424,0,0.0753232376777665,0.00612514031176428,0,0.260919053112679,0.315473161888256,0.106781870424496,0.308243797560674,0.069718894450417,0,0.0332123388257904,0.0423400163873977,0.00550681017122089,0.0464399003284046,0,0.0958353415550995,0.0131850359396637,0.0291208846650205,0,0.104898893495873,0,0.0199434228365683,0.00189649513251027,0.0781422769788756,0.00328039761299887,0.107097357839144,0.167558205886146,0.00428945661563537,0,0.00189649513251027,0,0,0.311500208854746,0.000948247566255133,0.00581207770370699,0.0397527453856106,0,0.0522681074088916,0.264825316071627,0.000948247566255133,0,0.0237727945686257,0.287556427357996,0.169715390372521,0.154768262209971,0.011108004802642,0.0176331079881441,0.0351189333692483,0.0433725257843656
"neutrophil",0.00239309837027243,0.202249608159347,0.0991775723903417,0.00013294990945958,0.131327560659219,0.0699763578216317,0.0577049148238903,0.354339767034658,0.310002028038331,0.036456209592912,0.0106646124170387,0.0783963966706646,0.00710809076293011,0.0039840813873449,0.122233368015542,0.0146376681058799,0.000465324683108531,0.001962054810568,0.00225626770555686,0.198288624134593,0.000980830478749459,0,0.222872443121774,0.376491561504271,0.121858660640007,0.149630436160646,0.000265899818919159,0.000658560103856055,0.000415330698611168,0.0218151913624427,0.0043046300896902,6.64749547297899e-05,0.000371260129403013,0.0393802494065661,0.000658560103856058,0.00364086432565138,0.000815434079972689,0.107713583388807,0.00046532468310853,0.0912298685767558,0.0738567677311391,0.000731224502027692,0.000199424864189369,0.239563591654482,0.0808958793721563,0.110940015077558,0.000171835265213643,0.13017663551382,0.0246208460938608,0.000362915469699301,0.0808119649166618,0.0528463891737457,0.00585257749210716,0.000265899818919159,0.00166876120358018,0,0.0269973804533789,0.000903059767241335,0.000304785174673225,0,6.647495472979e-05,0.0130388491241785,0.00273874635400518,0.173393624428941,0.0313848515679906,0.00745483835121649,0.00945610104308258,0.000504210038862593,0.168420464893211,0.0366818811062786,0.000371260129403012,0,0.000997124320946845,0.00150901627449147,0.211632523568287,0.00163334902367645,0.000105360310483853,0.0239597388145814,0.00394957526515401,0.119441931222603,0.0994033824680197,0.000265899818919159,0.000199424864189369,0.00127431989664434,0.268212224128381,0.226375699451554,0.00598602593680548,0.000398849728378738,0.000199424864189369,0.0574831351284512,0.00112856391434962,0.000265899818919159,0.076250507950223,0.000504210038862595,0.0501693961936407,0.0158222661387771,0.000637159948322172,0.00302948035974641,0.0134231067195379,0.0151994173029165,0.0399836209495332,0.0765954628314108,0.0799260998104944,0.000757303784946615,0.00026589981891916,0.000398849728378738
"oligodendrocyte",0.0731391889819499,0.00148806346982403,0.0304463557853034,0,0.0148872551884126,0.0224103824250908,0.00107500121721658,0.00772972260181698,0.0327879303046571,0.00104410261378508,0.0839997137333874,0.0702816102004857,0.210085546208464,0.00131219386723756,0.0735731029201894,0.0140449314528439,0.000950145181704206,0.00286060700091637,0.0729886103058787,0.00395510916822467,0.35562306617299,0,0.00187025635505687,0.202678491834023,0.0408976396655234,0.00171143595668371,0.000297022239652767,0.000152116227290768,0.000261800706059713,0.108233598969262,0.00192384911333962,0.00023947868653786,0.000381885736696416,0.00202894178541756,0.00936977001089647,0.0707264935100563,0.000364274969899889,0.00249114450577496,0.00111004585938115,0.00150054473931614,0.00280451528043017,0.000297022239652767,0.126013620207483,0.00637014384054319,0.0224651372893954,0.00255242375150267,0,0.00243512336793991,0.00111592138095934,0.000268250463095314,0.00521541250446287,0.00401475848802912,0.0454771611216828,0.00874332625763694,0.0110615357713013,4.24317485218237e-05,0.0160749372290135,0.000431527700147008,0.00155843512963846,0,0,0.236884953515976,0.135706171652811,0.0441661274198236,0.308223644705911,0.129985247290503,0.00187647041512766,0.00223743768331209,0.123478944700604,0.0024810669946208,0.308395787690586,0.000169726994087296,0.0688544988655871,0.0410620824767816,0.00126325635428998,0.000339453988174592,0.00367901140382105,0.000601254694234307,0.0372529766000087,0.000831024203639951,0.015715559202207,0.375099535491685,0.00276388243901061,0.0121785340209022,0.00181416463457067,0.0013451050861514,0.000369174870149452,0.000624351165493979,0,0.335277517021836,0.00348610395567293,0.0013749835312684,0.00208103939767784,0.000321843221378064,0.0454180811448006,0.0468876722852897,0.00120261702470775,0.000650136199791729,0.100182230472656,0.158909951178927,0.00813162624044162,0.26115354117348,0.0131450652988906,0.223351859402144,0.033102124463503,0.024652722188199
"oligodendrocyte precursor cell",0.0393672209699854,0.0216901666115879,0.0205121474140036,0.118766637355561,0.0092569212256624,0.0591643976869921,0.00826882659622563,0.0327883000749136,0.0525414843606587,0.00544944654921466,0.0579673552931003,0.0228126339048124,0.120866733701159,0.0130679150149156,0.0660306060956359,0.00711885505878697,0.0010208372132984,0.00163333954127743,0.172558595696022,0.030083776452072,0.173990987968954,0,0.00957580186228074,0.184102920979228,0.0625819542972114,0.00420507139104549,0.000408334885319358,0,0.000816669770638714,0.0585883248549929,0.00342080253336734,0.000204167442659678,0.000612502327979038,0.059173676426841,0.0716053966157746,0.103997965672774,0,0.00175276983910149,0.00390718323260248,0.00442888411534926,0.0046749945491692,0.000204167442659679,0.0902327992189403,0.0170536617333554,0.0252946480719684,0.00884788035930147,0,0.0161320870948941,0.0235416708564126,0,0.0378223183868365,0.0248226508395308,0.0200925790370621,0.0409717417471432,0.0646997436328276,0,0.0176434187869821,0.000612502327979038,0.0438739132510184,0,0,0.236324241014274,0.205075001524441,0.0213041092857328,0.189698182024623,0.133730797835233,0.00530691287644118,0.0438109687067091,0.217671758143774,0.0104642804940388,0.365779646319054,0,0.1269522682452,0.004945998650301,0.0193246857765551,0.000204167442659679,0.0658855279538632,0.000323597740483729,0.0451513697418907,0.000970793221451188,0.0668881908434364,0.31297870961195,0.156465557268701,0.011805414976154,0.0015486023964418,0.000816669770638718,0.000204167442659679,0.000204167442659679,0,0.308159592167788,0.0326516438746132,0.000612502327979038,0.00191760542885669,0.000204167442659679,0.0456289691273531,0.363066768726403,0.0449814732402795,0.000204167442659679,0.030657209475101,0.193351972627829,0.177944967207524,0.111709199908561,0.0371813492468094,0.0598564601727524,0.0731374447523878,0.0192360873620198
"pancreatic A cell",0.00118051418415796,0.0014761551602978,0.0102419282588472,0.00282169813056324,0.184486104845391,0.00893655727536284,0.00369683030345533,0.126054753022555,0.0703352357399207,0.00682756390261727,0.107631352576132,0.0517377607968151,0.162438357666302,0.0012300315530793,0.299821878104799,0.0391436863314618,0.0434188709911034,0.0452802270154196,0.00371191072359075,0.00428940185610017,0.240041425900893,0,0.00086748868390613,0.363863064655015,0.184525062981326,0.0178261820185838,0.000343108624659773,0.146436083935605,0.0380401980854856,0.123796846210192,0.00186413294874413,0.00060866647639167,0.116000297577417,0.0209390274400176,0.000457478166213031,0.19955435902285,0.0271949353662175,0.0012105973085659,0.0925976742938165,0.00792534023126462,0.00160052778690781,0.241512890469745,0.0190593090594827,0.0145431003707331,0.115586867025715,0.0198012632386986,0.000502347329999593,0.000981858225459387,0.00139186874315249,0,0.259485540075982,0.00602564413490116,0.0485607583334016,0.143300284813194,0.0879251227417874,0.000343108624659772,0.0168916163999325,0.000658183845313009,0.118972489019977,0,0.00873000705204573,0.0657162271705194,0.00593903441202769,0.169467305736229,0.00354173000496849,0.0384749916903613,0.00202504679913623,0.00878615891639859,0.0756381875807344,0.079468341560171,0.000228739083106516,0.008769480584623,0.293447471528434,0.0122465499411341,0.0797487412099654,0.000675568369424995,0.000114369541553257,0.000114369541553258,0.0722357365465993,0.00730265847207397,0.0427703019173846,0,0.0273200813030523,0.00327630665278642,0.00132496685011916,0.00123603222783907,0.000502347329999593,0.000753119142352873,0.000114369541553258,0.085090036986616,0.000343108624659773,0.00908768381838097,0.00211230627636405,0.000295640976139841,0.025106483451712,0.251982635245318,0.0894563568096687,0.0886481957581395,0.0119005150286331,0.15553466341089,0.0499664338923877,0.00308825928577065,0.0748227351929243,0.00384237742433621,0.156534066683482,0.0802868324959417
"pancreatic D cell",0.000708096165200173,0.00621380824756457,0.00394754658913647,0,0.0631901803110806,0.0232108403504257,0.000915201016973449,0.080895544162449,0.055488145510383,0.0539055177761713,0.141378116495253,0.0219880299631393,0.191208801804731,0,0.27591931686038,0.0148123871030695,0.163981083703742,0.0329071212571905,0.00257938268655859,0.00294636268553066,0.205723200038037,0,0.000354048082600087,0.326842348105618,0.188855189444936,0.0106966907618992,0,0.13541089771168,0.0423965080805102,0.166150268157411,0.000708096165200173,0,0.0653116095903495,0.022611164987496,0.000354048082600086,0.222085418505234,0.0479024824680814,0.00233139334737379,0.103574273080033,0.0100676002957486,0.00106214424780026,0.265594943795781,0.0203732439534799,0.0067817266240633,0.0229587344326402,0.0494361333731388,0,0.00162329718217362,0,0,0.0107169089391307,0.157609479742502,0.0743691354438683,0.158016949151866,0.123739599093213,0.00319040773165624,0.00386156370250411,0,0.0978804850272679,0,0.158980039488443,0.0314059119975635,0.0161481879088336,0.0596073635947508,0.0117610048415623,0.118518156163553,0.00210807178711698,0.00293669457203997,0.0512632739346418,0.0183033652723056,0,0.12307700376278,0.298434215511754,0.0350730604309921,0.0752426983606816,0,0,0,0.0725627643647329,0,0.0139264468205603,0.000354048082600086,0.0285813816750363,0.0530295070132476,0.000708096165200173,0.00106214424780026,0,0,0,0.16616124800859,0,0.0116402946483955,0.00932041862300481,0.000354048082600086,0.0506559271761159,0.243554121932975,0.146226974781044,0.0420369663430312,0.00330517705540272,0.201698058800153,0.0536956216536707,0.00636709669555434,0.116143016731295,0.00106214424780026,0.15212582782075,0.0819938962823444
"pancreatic PP cell",0.00516181515322642,0.00509312610323329,0.00358940611846625,0.00452254118169336,0.148075261266464,0.00723751392216362,0.00155577960644183,0.100021131118537,0.0682963567680785,0.0371706777726052,0.164597833163404,0.0356610105269137,0.184420114706293,0,0.315283039157091,0.0274313861864389,0.0417659954973929,0.0398735936319269,0.0087879211824145,0.00385001457560016,0.246766103588468,0,0.000292333826895638,0.354530470518345,0.226440175703264,0.0172721910133733,0.000755671980217532,0.149433448627325,0.0620391943398775,0.168396366605036,0.000292333826895638,0.0016147240047093,0.130029653862828,0.0310334929583275,0,0.185088358016884,0.0327407112098293,0.00134033963400881,0.084716086514161,0.0121713636991969,0.00163267346090444,0.224748078287109,0.0233995343171577,0.0200912771069724,0.0949363734466557,0.0489732733407912,0,0.000584667653791275,0.000877001480686912,0,0.140911419459022,0.0116675912337356,0.0627514175755355,0.152970916146098,0.0595515766699078,0.00321402141444015,0.0224906889866212,0.000292333826895638,0.108380995448332,0,0.0144673379883045,0.0561831604155027,0.00797565363050346,0.101176916665458,0.00910690923568697,0.118596823223115,0.0040822492059569,0.00365266894952263,0.0590425499333678,0.0442355004435033,0,0.0396160043036949,0.317702562905209,0.0313524288597873,0.104558011957366,0.000292333826895638,0.000292333826895638,0.000584667653791275,0.0741817539905103,0,0.032357779158478,0.00121901013353943,0.0263398349864114,0.0086634700374636,0.000292333826895638,0.000755671980217532,0.000292333826895638,0.000292333826895638,0.000584667653791275,0.087794626159197,0.000292333826895638,0.0112796118918871,0.00640757581288342,0,0.0259158302068001,0.251126919257619,0.11499056990719,0.0664579645860931,0.0119105572111608,0.160502688469624,0.0546874366223373,0.00175400296137382,0.0924835670170013,0.00253420832236868,0.142628324293923,0.120840188117991
"pancreatic acinar cell",0.00242788501469429,0.0116371590860105,0.026738562765522,0,0.151220451201705,0.0418375179043818,0.0531464902957792,0.14009543860711,0.108166002425309,0.0929138389906233,0.0619549077369434,0.0166218462374604,0.177189830693938,0.00290129224458062,0.490162554899867,0.00242788501469429,0.0286982742097547,0.0478463046734705,0.0250239888944994,0.0127069888900373,0.00964587648198988,0,0.00404647502449048,0.349998699678106,0.0696758625258549,0.0124775910265527,0.00161859000979619,0.0660732885366928,0.0564581853040205,0.0941494598380678,0.00242788501469429,0.123007854691646,0.0879843887586643,0.107946436462081,0,0.00827423348499829,0.019760285506295,0.00404647502449048,0.0988321134936702,0.000809295004898096,0.00323718001959239,0.00242788501469429,0.344143952402224,0.0116717049755805,0.0344164809943532,0.0097474679978208,0.00729274120581562,0.00937565228376538,0.00161859000979619,0,0.00856635727886729,0.00128270223478443,0.0768275458739004,0.153188805363341,0.0146294765671572,0.000809295004898096,0.354005804714212,0.00161859000979619,0.000809295004898096,0,0,0.137208167166458,0.122479077690423,0.0687324797399999,0.0492957114355625,0.0681345241665412,0.0396998654867617,0.0677060284314889,0.0306801353883141,0.115709103701871,0,0.0206641554587637,0.0628752436139663,0.0672272492745916,0.0089381729929227,0.00349771481872109,0.000809295004898096,0.00581868910159525,0.0234147794447837,0.00349771481872109,0.00242788501469429,0,0.00465740170925138,0.120590441723249,0.00323718001959238,0.00323718001959238,0.000809295004898097,0.000809295004898096,0,0.152409259993364,0.00812887798802461,0.0460612100750307,0.0591801578433107,0.00242788501469429,0.00692938002464869,0.118617674143131,0.0328206816160514,0.00209199723968252,0.0394432415990958,0.0749038021748673,0.006138472264173,0.00404647502449048,0.134459014105194,0.00128270223478443,0.0736202054011569,0.152026431049722
"pancreatic ductal cell",0.0159523416989709,0.00278705647958331,0.0245345593518941,0,0.0583927840277966,0.104065847054086,0.069273854194629,0.103114872348709,0.118365905931089,0.090877555263889,0.0788855671103663,0.00778738825902435,0.202148364772553,0.0171938013269363,0.194225010571433,0.00505839508634097,0.240121154492564,0.168855723240702,0.0663648427464191,0.0432784152491365,0.0286544630624817,0,0.000644864148221314,0.197347326995175,0.0632977317746378,0.0480119465008462,0.00524426659119713,0.153493464001871,0.0179726146382683,0.0659082473522879,0.0026714794222688,0.00359667113922879,0.213806228152533,0.214539011181674,0.0220350658016221,0.0159598586344731,0.027169481609544,0.00493378529561319,0.115379392856184,0.0103525346472686,0.00348670989846292,0.00158213891217614,0.11306527849193,0.00871317328231889,0.0691538201314086,0.0644738223469086,0,0.00161216037055329,0.00489489040957085,0,0.00471697379791674,0.000322432074110657,0.10039342530603,0.119401211553076,0.020553759259298,0,0.056836884067429,0,0,0,0.000511042746495137,0.210602843726031,0.317492505494184,0.0837054360908614,0.146023719784611,0.107126371692594,0.0609722420149497,0.0398592760932515,0.0257065270639659,0.0117247067702199,0,0.0815197547698864,0.0247631995497263,0,0.0976097588926473,0.0534244324257311,0,0.0173980137698787,0.102657463914612,0.0156803758064435,0.000967296222331972,0,0.0934544190724452,0.311617780625442,0.0064784561668898,0.00334803931197414,0,0,0,0.0823459241047146,0.067330740188171,0.0290577329088125,0.162836056933799,0,0.00513209086686701,0.201346046609207,0.176011210017573,0.000748664091570338,0.0391290996200604,0.253463289514713,0.00355037284246992,0.000967296222331972,0.176422187054404,0.0031580338224896,0.0613896774786749,0.00943066242361848
"pancreatic stellate cell",0.178646359743551,0.0316145825109407,0.0236904462010542,0,0.0704106047746536,0.0411139450145307,0.0262924019539195,0.214450310912951,0.248071119097832,0.104960902546288,0.0859134274353664,0.0280813930135675,0.104077143423132,0.20298168139144,0.282626136099757,0.0419250937288994,0.00112410860159674,0,0.189586903821495,0.100029471126198,0.0714220826050018,0,0.0242002904212777,0.249194477111925,0.086836881268977,0.129088337433153,0,0,0,0.0931699204981644,0.00112410860159674,0,0.0221075951909834,0.123451487062334,0,0.0712525157182491,0,0,0.00112410860159674,0.00950470605765938,0.041395962975805,0.00693566576532806,0.0684690065237888,0.0691288790909213,0.0744452023941405,0.0133226530414217,0,0.081475567460084,0.055278128588394,0,0.101974407361371,0.0972669486033944,0.124534074734223,0.015516888846696,0.0203333435581736,0,0.0743386459578919,0,0,0,0,0.182837108861668,0.207708695888695,0.0619996883664112,0.109732154414068,0.129386039183976,0.116072373913757,0.173559074352892,0.167418822821401,0.0226468417172276,0,0,0.0606638335920763,0.0212374831475755,0.0372837422295381,0.0443971414057079,0,0.00112410860159674,0.11703224803771,0.0258881575697743,0.00706547469871826,0,0.048310715872091,0.0313113135085553,0.0775649347560814,0.0217701229136995,0,0.072981646754226,0.00112410860159674,0.22438784175348,0.0825359508980505,0.00112410860159674,0.0181637660841102,0,0.0299860530836631,0.272448492465468,0.155134813895388,0,0.0618190372221592,0.161440698288787,0.116411574906951,0.134206125288416,0.146951065580894,0.00112410860159674,0.00415969611685261,0.0704686565120867
"skeletal muscle satellite cell",0.0169306064265082,0.00354968851131357,0.142841142413472,0,0.160221744492118,0.0618527709752993,0.015451903525744,0.295015548145168,0.336004394817894,0.0142521399011568,0.0483848038301197,0.192386269776102,0.0172592818301742,0.00450223263798393,0.269251756404662,0.107990535327955,0.000655223384120776,0.00101295303289191,0.00971060518972716,0.119687978492148,0.00265804999321178,0,0.00682001579429676,0.189566474541958,0.151728935110981,0.158565026308394,6.26442629017484e-05,0,0.00057189720541797,0.0568114898661529,0.00248899234186954,0.000125288525803497,0.000412510122093332,0.0260129296940569,0.0236406658455778,0.0239685348266625,6.26442629017485e-05,0.014578451799947,0.000788375699503823,0.0230784072318847,0.0566848695225299,0.0013148095616317,0.00696003437129368,0.0345985752818414,0.0986600386236983,0.0276154939867552,0,0.033887806477589,0.0105261163420015,0.000301153205599393,0.016942149175154,0.00430658725104375,0.00659087290927877,0.00186614936079601,0.0106053689677176,0,0.285242182251462,0.154068821992353,6.26442629017485e-05,0,0,0.213600845417333,0.198915864700654,0.137665140943176,0.0720726129220797,0.0834291593039298,0.00567240009563831,0.00607037109952558,0.15746252317021,0.0260399679499398,6.26442629017484e-05,0,0.148752002947676,0.0234146210321229,0.00559122146407566,0.00103608341273682,0,0.00189372500097315,0.103801961931271,0.222500484592203,0.00763461438174903,0.000750307872375561,0.0086659065745446,0.0923947222020127,0.00475550807752671,0.00202730728094371,0.00129953865264491,0.00458915047766481,0,0.164096951023433,0.0241271458242598,0.000250577051606994,0.249190667475618,0.0023035482421205,0.0308131924715669,0.025256202173524,0.0299961973178446,0.000792065051244148,0.111342109627396,0.205344580205034,0.0617392433625761,0.0961743399365665,0.0764483416597503,0.0137922969937063,0.00568085485134516,0.0102386006706789
